
Current theta : [ 2.02181 , 0.407467 , -0.06949 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0.21	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.22	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.23	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.24	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.25	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.26	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.27	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.28	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.29	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.3	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.31	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.32	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.33	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.34	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.35	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.36	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.37	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.38	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.39	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.4	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.41	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.42	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.43	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.44	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.45	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.46	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
